textID,text,selected_text,sentiment,text_length
4f56b23502, Hi Donnie today i want 2 hear from u that u guys r going to reschedule NC so i dont have 2 b bummed anymore,Hi Donnie today i want 2 hear from u that u guys r going to reschedule NC so i dont have 2 b bummed anymore,neutral,25
1b964555f4,"Drop the girl she`s only got it for your heart she`s sure to leave broke and bleeding, and you know she`ll turn her back on you.  I lo ...","Drop the girl she`s only got it for your heart she`s sure to leave broke and bleeding, and you know she`ll turn her back on you.  I lo ...",neutral,29
2e48426769,Problem with my must do list is: once I write it I usually forget where I`ve placed it...1st thing on my to do list--find my to do list,Problem,negative,28
5185f9a7aa,_Guy Just like me )))) No i must confess one dark side of me is that i can be sometimes stubborn + iï¿½m a little morning grouch,one dark side of me,negative,27
0d8ce89713,_MCR  yeahh me tOo haha the mine is Mariel  i luv it! and the urs tOo =D  whats ur fav MCR song??,i luv it!,positive,22
a0ddfed9a7,Is wondering why my messages aren`t going anywhere ;( I am trying to learn how to tweet & it isn`t turning out so hot,Is wondering why my messages aren`t going anywhere ;( I am trying to learn how to tweet & it isn`t turning out so hot,negative,24
dc10c35395,looking forward to the finale of the RACE next week! Missing my castle girls though... Any and all Race fans welcome to watch chez moi...,looking forward to the finale of the RACE next week! Missing my castle girls though... Any and all Race fans welcome to watch chez moi...,neutral,25
e9e699cc72,"Crisis averted!  Phew! On a different note,  and ....you guys are making me so proud! tear!  wish i could have joined",o proud,positive,21
526c1747f8,can u believe the architect who planned a tar-black promenade in this small town won an international prize?and everyone who walks & jogs,can u believe the architect who planned a tar-black promenade in this small town won an international prize?an,positive,23
1c05d4bb55,"Trying to learn how to do this 'twitter' thing... I`ll get there. Welcome to all my followers, though Im not that interesting","Trying to learn how to do this 'twitter' thing... I`ll get there. Welcome to all my followers, though Im not that interesting",neutral,22
97e99b2e82,: cool that you liked germany and the awards! i saw you on TV cause i couldn`t come to the comet and see you live  xoxo,cool that you liked germany,positive,26
65cba10011,Is getting upset at work cus bindz and j are being bullies  and they won`t let me go duty free shopping!,they won`t let me go,negative,21
56a4a95457,has had the flu pass unto me by andy...went shopping and got fresh chicken for chicken soup...but no d&d this sat ...is a sad panda,sad,negative,25
f64f1a4d4b, fey slays it in #30rock but title of that film sounds bad  #Inbruges is a funny indie little euro city hitman gone bad tale!,fey slays it in #30rock but title of that film sounds bad  #Inbruges is a funny indie little euro city hitman gone bad tale!,neutral,24
76b7d37de1,"_Rankin yep to you buddy  long time no talk, hows things and i see your cat still like sinking fangs into your ankle lol","_Rankin yep to you buddy  long time no talk, hows things and i see your cat still like sinking fangs into your ankle lol",neutral,24
72b9ef3f0a,"'No offense, but your hair is bad today.' Life isn`t worth living anymore   Nothing hurts quite like hair insults. *cries into pillow*",hair is bad today.' Life isn`t worth living anymore   Nothing hurts quite like hair insults. *cries into pill,negative,22
e954512749,Found out that one great thing about living in Switzerland is the delicious bread - sometimes little things can make a difference,delicious,positive,22
024123fd2c, yea i just got outta one too....i want him back tho  but i feel the same way...i`m cool on dudes for a lil while,m cool,positive,24
e8fe5c5dc7," hilarious. so if she acts up, all you have to do is say 1 little word...'gummed up' grosses me out; hub says it 2 torment",hilarious.,positive,25
df34c5a6a5," Would you travel to the UK for one?  The big US meets sound great, I`d love to go to one of those, so many furs & so much art","s sound great, I`d love to go",positive,29
60b54035fc, glad u liked post  looking at the back end now...the sub 2 your blog is automatic. send url and i`ll verify.,glad,positive,21
fda8c135e5,"Up and at em... got a big To Do List for today, and hubby has to work   But then weekend is going to be just us... I think!","Up and at em... got a big To Do List for today, and hubby has to work   But then weekend is going to be just us... I think!",neutral,28
1b9365dfe5," It isn`t easy!  Be there for support, it is the best thing you can do is offer your love & support! Lost both of mine early","It isn`t easy!  Be there for support, it is the best thing you can do is offer your love & support! Lost both of mine early",neutral,26
9f978f6062,"Dear Mr. President: Please TALK TO US abt what you plan to do re: DADT. Because right now, you just look like a liar.",liar.,negative,24
1f8822eae6, Aw poor you..ironing! Eek! lol It`s raining here too.....prob try and get out with the kids later..nt too exciting im afraid!,.nt too exciting im afraid!,negative,21
8501ab8104,RAIN why must you come 'after' I flat iron my hair? I have been rockin my curls for 3 weeks and today you decide to come out. not nice!,RAIN why must you come 'after' I flat iron my hair? I have been rockin my curls for 3 weeks and today you decide to come out. not nice!,neutral,29
42e305ec17," Yeah, that lying in bed thing`s a bugger for blocking creativity  Worse if you`re pinned down by a pet cat, apparently...","Yeah, that lying in bed thing`s a bugger for blocking creativity  Worse if you`re pinned down by a pet cat, apparently...",negative,21
109c3ddb5f, When oh when are you coming back for a gig in Scotland? I had tickets to see u last year but was in hosp wit gallstones!,but was in hosp,negative,26
3885c3d666," I know. I want it to come bec I`m excited, but then I don`t bec it`s gonna go by so fast & then it will be over","c I`m excited,",positive,27
d974b043be,  dont listen..he do him..but I tried not taking a nap yesterday and I still was up til 1am and than I got up at 7am,dont listen..he do him..but I tried not taking a nap yesterday and I still was up til 1am and than I got up at 7am,neutral,25
3bcc9762c5," _diva I know, I know...lol   That is the ONE song that stops me in my tracks on a dancefloor.  I just can`t...lol","_diva I know, I know...lol   That is the ONE song that stops me in my tracks on a dancefloor.  I just can`t...l",neutral,22
a5a6753664,Finally installed ovi in mobile. it would have been good if it could be downloaded to comp and installed to mobile. Frickin 3MB download,Finally installed ovi in mobile. it would have been good if it could be downloaded to comp and installed to mobile. Frickin 3MB download,neutral,24
eb10334130,Last night I had 1/2 a bottle of wine in my house and 2 cocktails. Came home sober but still gonna be sick,but still gonna be sick,negative,23
294caad31c, it was a great wedding! the band was awesome (they played a ton of great 80`s songs) as was the food!,it was a great wedding!,positive,21
5326ef93e6," I know. I think I`m going to have to miss it, though.  This is when sacrificing money for job happiness sucks ****.",s sucks,negative,22
21af2fbefe," I hope u enjoyed it and your back is now feeling much more better  God,its 1:20am...heading to bed  God..too late..good night",enjoyed,positive,21
1f4419bb29, omg I`m so sorry to hear that!  If you really need to talk to someone I`m always on here. I`m a shoulder you lean on,omg I`m so sorry to hear that!,negative,25
5dea556893,Winding Down for the night. Rode the duc home from a B.B.Q. at my pops house. Time to pass out as soon as the adrenaline wears off!!!,Winding Down for the night. Rode the duc home from a B.B.Q. at my pops house. Time to pass out as soon as the adrenaline wears off!!!,neutral,27
5116d9726b," - Me. because my ex boyfriend of 2 years (we broke up 2 months ago) is engaged to his gf of 6 weeks.  sad, embarrassed. Hug?",sad,negative,26
5a81652f80, I do NOT. I RARELY dye it at all.  the red was the first in aaaagggessss. My hair just hates me.,I do NOT. I RARELY dye it at all.  the red was the first in aaaagggessss. My hair just hates me.,negative,21
231609fbe9, thats bad your been forced to watch that  there must be a helpline you can call ?  we are both good thanx he`s asleep,thats bad your been forced to watch that  there must be a helpline you can call ?  we are both good thanx he`s asleep,neutral,24
d80018e5db," So-so, thanks  I`ve uploaded a new campaign vid, will post the link in a few mins. how are you doing, babe??","So-so, thanks  I`ve uploaded a new campaign vid, will post the link in a few mins. how are you doing, babe??",neutral,21
0b09f12a98, i might have been a child but i was NEVER one of THOSE .....and i`ve already apologised to you for it,apologised,negative,21
e05d9ee00f,_ndo OMG I`m so sorry. I`m the worst employee ever. My hard drive just failed taking the survey data with it,failed,negative,21
1382929e20,"1am, quietly tidying up after dinner party. Whilst closing tupprwre lid, centre island in my kitchen collapses! Wakes baby. Mayhem ensues",collapses!,negative,21
ef863ba82e,Morning Tweethearts! Now home after traveling 302 mi.thru 2 states & 2 faires in 3 days. So inspired! Ready to write as I enjoy coffee.,Morning Tweethearts! Now home after traveling 302 mi.thru 2 states & 2 faires in 3 days. So inspired! Ready to write as I enjoy coffee.,positive,25
f3617df4a9," LMFAO. omgosh when i first heard that song with you,i felt like i was gonna pee myself, OMGOSH THE WALTZER MAN!  lol xoxo","felt like i was gonna pee myself,",negative,23
28e61e90fb, Aww that sucks   It wasn`t that long though but Dianne was SO cute as usual <3 Hopeflly some1 mite put it on youtube :S,Aww that sucks   It wasn`t that long though but Dianne was SO cute as usual <3 Hopeflly some1 mite put it on youtube :S,neutral,24
36ab892bcc,I wish I could go to the Love Music Hate Racism gig this weekend   I`m not in the right part of the world even,Hate Racism gig this weekend   I`m not in the right part of the world even,negative,24
